iteration,current_cost,best_cost,elapsed_sec,accepted
0,656.5838417472271,656.5838417472271,0.0,True
1,649.4062763278837,649.4062763278837,0.04265332221984863,True
2,649.4062763278837,649.4062763278837,0.05814385414123535,False
3,649.4062763278837,649.4062763278837,0.06890368461608887,False
4,622.655769702333,622.655769702333,0.08224368095397949,True
5,622.655769702333,622.655769702333,0.09650540351867676,False
6,612.2367966803008,612.2367966803008,0.11149358749389648,True
7,612.2367966803008,612.2367966803008,0.11849737167358398,False
8,612.2367966803008,612.2367966803008,0.12685060501098633,False
9,612.2367966803008,612.2367966803008,0.1341724395751953,False
10,612.2367966803008,612.2367966803008,0.14281558990478516,False
11,612.2367966803008,612.2367966803008,0.149949312210083,False
12,612.2367966803008,612.2367966803008,0.15701532363891602,False
13,612.2367966803008,612.2367966803008,0.16525864601135254,False
14,612.2367966803008,612.2367966803008,0.17350077629089355,False
15,612.2367966803008,612.2367966803008,0.1804656982421875,False
16,612.2367966803008,612.2367966803008,0.18744874000549316,False
17,612.2367966803008,612.2367966803008,0.19475102424621582,False
18,612.2367966803008,612.2367966803008,0.20462346076965332,False
19,612.2367966803008,612.2367966803008,0.21921062469482422,False
20,612.2367966803008,612.2367966803008,0.22720837593078613,False
21,612.2367966803008,612.2367966803008,0.23565316200256348,False
22,612.2367966803008,612.2367966803008,0.24298644065856934,False
23,612.2367966803008,612.2367966803008,0.25097131729125977,False
24,612.2367966803008,612.2367966803008,0.2749519348144531,False
25,612.2367966803008,612.2367966803008,0.2866981029510498,False
26,612.2367966803008,612.2367966803008,0.29434823989868164,False
27,612.2367966803008,612.2367966803008,0.30168962478637695,False
28,612.2367966803008,612.2367966803008,0.34314656257629395,False
29,612.2367966803008,612.2367966803008,0.34929585456848145,False
30,612.2367966803008,612.2367966803008,0.35636019706726074,False
31,612.2367966803008,612.2367966803008,0.36269593238830566,False
32,612.2367966803008,612.2367966803008,0.3685135841369629,False
33,612.2367966803008,612.2367966803008,0.41462230682373047,False
34,612.2367966803008,612.2367966803008,0.42173314094543457,False
35,612.2367966803008,612.2367966803008,0.4284780025482178,False
36,612.2367966803008,612.2367966803008,0.4361715316772461,False
37,612.2367966803008,612.2367966803008,0.444227933883667,False
38,612.2367966803008,612.2367966803008,0.45799803733825684,False
39,612.2367966803008,612.2367966803008,0.47255873680114746,False
40,612.2367966803008,612.2367966803008,0.4934372901916504,False
41,612.2367966803008,612.2367966803008,0.5007367134094238,False
42,612.2367966803008,612.2367966803008,0.5070791244506836,False
43,612.2367966803008,612.2367966803008,0.5134057998657227,False
44,612.2367966803008,612.2367966803008,0.5204653739929199,False
45,612.2367966803008,612.2367966803008,0.5271904468536377,False
46,612.2367966803008,612.2367966803008,0.5343387126922607,False
47,612.2367966803008,612.2367966803008,0.5412466526031494,False
48,612.2367966803008,612.2367966803008,0.5476253032684326,False
49,612.2367966803008,612.2367966803008,0.5556662082672119,False
50,612.2367966803008,612.2367966803008,0.5653207302093506,False
51,612.2367966803008,612.2367966803008,0.5783774852752686,False
52,612.2367966803008,612.2367966803008,0.5852389335632324,False
53,612.2367966803008,612.2367966803008,0.5923523902893066,False
54,612.2367966803008,612.2367966803008,0.5985317230224609,False
55,612.2367966803008,612.2367966803008,0.6065883636474609,False
56,612.2367966803008,612.2367966803008,0.6140766143798828,False
57,612.2367966803008,612.2367966803008,0.6239640712738037,False
58,612.2367966803008,612.2367966803008,0.6303300857543945,False
59,612.2367966803008,612.2367966803008,0.6370429992675781,False
60,612.2367966803008,612.2367966803008,0.6438217163085938,False
61,612.2367966803008,612.2367966803008,0.6498591899871826,False
62,612.2367966803008,612.2367966803008,0.6569631099700928,False
63,612.2367966803008,612.2367966803008,0.6632235050201416,False
64,612.2367966803008,612.2367966803008,0.6696672439575195,False
65,612.2367966803008,612.2367966803008,0.6763830184936523,False
66,612.2367966803008,612.2367966803008,0.6891143321990967,False
67,612.2367966803008,612.2367966803008,0.6980772018432617,False
68,612.2367966803008,612.2367966803008,0.7056009769439697,False
69,612.2367966803008,612.2367966803008,0.7137417793273926,False
70,612.2367966803008,612.2367966803008,0.7202532291412354,False
71,612.2367966803008,612.2367966803008,0.7266695499420166,False
72,612.2367966803008,612.2367966803008,0.748772382736206,False
73,612.2367966803008,612.2367966803008,0.7558846473693848,False
74,612.2367966803008,612.2367966803008,0.7645883560180664,False
75,612.2367966803008,612.2367966803008,0.7719907760620117,False
76,612.2367966803008,612.2367966803008,0.7790358066558838,False
77,612.2367966803008,612.2367966803008,0.7862286567687988,False
78,612.2367966803008,612.2367966803008,0.7941389083862305,False
79,612.2367966803008,612.2367966803008,0.8010244369506836,False
80,612.2367966803008,612.2367966803008,0.8079214096069336,False
81,612.2367966803008,612.2367966803008,0.8142757415771484,False
82,612.2367966803008,612.2367966803008,0.820399284362793,False
