iteration,current_cost,best_cost,elapsed_sec,accepted
0,779.7561044135078,779.7561044135078,0.0,True
1,778.5954296627731,778.5954296627731,0.10809636116027832,True
2,778.5954296627731,778.5954296627731,0.13414502143859863,False
3,775.1303238234796,775.1303238234796,0.17540216445922852,True
4,775.1303238234796,775.1303238234796,0.2088479995727539,False
5,775.0058168855498,775.0058168855498,0.24038910865783691,True
6,775.0058168855498,775.0058168855498,0.28212809562683105,False
7,775.0058168855498,775.0058168855498,0.3184182643890381,False
8,775.0058168855498,775.0058168855498,0.37319254875183105,False
9,775.0058168855498,775.0058168855498,0.4286038875579834,False
10,775.0058168855498,775.0058168855498,0.4957702159881592,False
11,775.0058168855498,775.0058168855498,0.5174109935760498,False
12,775.0058168855498,775.0058168855498,0.5413131713867188,False
13,775.0058168855498,775.0058168855498,0.5901970863342285,False
14,775.0058168855498,775.0058168855498,0.6149570941925049,False
15,775.0058168855498,775.0058168855498,0.66908860206604,False
16,775.0058168855498,775.0058168855498,0.7830860614776611,False
17,775.0058168855498,775.0058168855498,0.8219542503356934,False
18,775.0058168855498,775.0058168855498,0.8671875,False
19,775.0058168855498,775.0058168855498,0.9352891445159912,False
20,775.0058168855498,775.0058168855498,0.9607503414154053,False
21,775.0058168855498,775.0058168855498,0.9908621311187744,False
22,775.0058168855498,775.0058168855498,1.0139315128326416,False
23,775.0058168855498,775.0058168855498,1.069819450378418,False
24,775.0058168855498,775.0058168855498,1.0929083824157715,False
25,775.0058168855498,775.0058168855498,1.1175916194915771,False
26,775.0058168855498,775.0058168855498,1.1394624710083008,False
27,775.0058168855498,775.0058168855498,1.1759185791015625,False
28,775.0058168855498,775.0058168855498,1.198495864868164,False
29,775.0058168855498,775.0058168855498,1.224165916442871,False
30,775.0058168855498,775.0058168855498,1.2523508071899414,False
31,775.0058168855498,775.0058168855498,1.29286527633667,False
32,775.0058168855498,775.0058168855498,1.3362038135528564,False
33,775.0058168855498,775.0058168855498,1.3655574321746826,False
34,775.0058168855498,775.0058168855498,1.45119309425354,False
35,775.0058168855498,775.0058168855498,1.4747917652130127,False
36,775.0058168855498,775.0058168855498,1.496319055557251,False
37,775.0058168855498,775.0058168855498,1.5219917297363281,False
38,775.0058168855498,775.0058168855498,1.547095775604248,False
39,775.0058168855498,775.0058168855498,1.575200080871582,False
40,775.0058168855498,775.0058168855498,1.5965166091918945,False
41,775.0058168855498,775.0058168855498,1.617816686630249,False
42,775.0058168855498,775.0058168855498,1.6460578441619873,False
43,775.0058168855498,775.0058168855498,1.7155332565307617,False
44,775.0058168855498,775.0058168855498,1.7369592189788818,False
45,775.0058168855498,775.0058168855498,1.7591071128845215,False
46,775.0058168855498,775.0058168855498,1.8419647216796875,False
47,775.0058168855498,775.0058168855498,1.8650085926055908,False
48,775.0058168855498,775.0058168855498,1.8874967098236084,False
49,775.0058168855498,775.0058168855498,1.9170582294464111,False
50,775.0058168855498,775.0058168855498,1.9405303001403809,False
51,775.0058168855498,775.0058168855498,1.9914627075195312,False
52,775.0058168855498,775.0058168855498,2.030343532562256,False
53,775.0058168855498,775.0058168855498,2.0898680686950684,False
54,775.0058168855498,775.0058168855498,2.122373342514038,False
55,775.0058168855498,775.0058168855498,2.143965244293213,False
56,775.0058168855498,775.0058168855498,2.165419578552246,False
57,775.0058168855498,775.0058168855498,2.186782121658325,False
58,775.0058168855498,775.0058168855498,2.2084994316101074,False
59,775.0058168855498,775.0058168855498,2.268666982650757,False
60,775.0058168855498,775.0058168855498,2.3021905422210693,False
61,775.0058168855498,775.0058168855498,2.3299825191497803,False
62,775.0058168855498,775.0058168855498,2.3517699241638184,False
63,775.0058168855498,775.0058168855498,2.40522837638855,False
64,775.0058168855498,775.0058168855498,2.45859956741333,False
65,775.0058168855498,775.0058168855498,2.5302159786224365,False
66,775.0058168855498,775.0058168855498,2.5522983074188232,False
67,775.0058168855498,775.0058168855498,2.579176425933838,False
68,775.0058168855498,775.0058168855498,2.6232407093048096,False
69,775.0058168855498,775.0058168855498,2.6487178802490234,False
70,775.0058168855498,775.0058168855498,2.6726856231689453,False
71,775.0058168855498,775.0058168855498,2.721844434738159,False
72,775.0058168855498,775.0058168855498,2.7509429454803467,False
73,775.0058168855498,775.0058168855498,2.7759838104248047,False
74,775.0058168855498,775.0058168855498,2.8103015422821045,False
75,775.0058168855498,775.0058168855498,2.8803420066833496,False
76,775.0058168855498,775.0058168855498,2.9420082569122314,False
77,775.0058168855498,775.0058168855498,2.9798827171325684,False
78,775.0058168855498,775.0058168855498,3.004823923110962,False
79,775.0058168855498,775.0058168855498,3.030701160430908,False
80,775.0058168855498,775.0058168855498,3.076589345932007,False
81,775.0058168855498,775.0058168855498,3.10202956199646,False
82,775.0058168855498,775.0058168855498,3.13608717918396,False
83,775.0058168855498,775.0058168855498,3.1645543575286865,False
84,775.0058168855498,775.0058168855498,3.188387155532837,False
85,775.0058168855498,775.0058168855498,3.231107711791992,False
86,775.0058168855498,775.0058168855498,3.2908031940460205,False
87,775.0058168855498,775.0058168855498,3.392420530319214,False
88,775.0058168855498,775.0058168855498,3.441220998764038,False
89,775.0058168855498,775.0058168855498,3.474590301513672,False
90,775.0058168855498,775.0058168855498,3.4968721866607666,False
91,775.0058168855498,775.0058168855498,3.5490970611572266,False
92,775.0058168855498,775.0058168855498,3.585475206375122,False
