k,custo_final,ganho_total_pct,tempo_s
1,1384.251023535752,1.8259960621469684,25.938936233520508
2,1383.1440450093367,1.9045053154280882,24.177769660949707
3,1383.1440450093367,1.9045053154280882,22.764126300811768
4,1383.1440450093367,1.9045053154280882,23.45085859298706
