N,custo_final,ganho_total_pct,ganho_marginal_rs,tempo_s
20,1383.5300065796982,1.8771321063176816,26.467516198350722,6.844452142715454
50,1383.5300065796982,1.8771321063176816,0.0,15.034926891326904
100,1383.1440450093367,1.9045053154280882,0.3859615703615873,28.00012731552124
150,1383.1440450093367,1.9045053154280882,0.0,41.853248596191406
200,1383.1440450093367,1.9045053154280882,0.0,55.394224405288696
