instancia,n_clientes,custo_bl,custo_iter0,custo_ils,ganho_total_pct,ganho_meta_pct,t_ils,feasible_ils
C1,10,422.38158739456253,422.38158739456253,422.38158739456253,0.0,0.0,0.15470051765441895,True
C2,25,712.4863189054522,710.4737145624312,710.4737145624312,0.2824762089625651,0.0,2.1198928356170654,True
C3,40,1043.6867201774685,779.7561044135078,775.0058168855498,25.74344370753631,0.609201710774796,3.665138006210327,True
C4,60,1409.997522778049,1386.8632533290836,1383.1440450093367,1.9045053154280882,0.2681741196054621,22.92624568939209,True
