iteration,current_cost,best_cost,accepted,elapsed_sec,perturbation_type,accept_criterion
117,1383.1440450093367,1383.1440450093367,False,33.50300145149231,double_bridge,strict
118,1383.1440450093367,1383.1440450093367,False,33.756717920303345,double_bridge,strict
119,1383.1440450093367,1383.1440450093367,False,34.043344259262085,double_bridge,strict
120,1383.1440450093367,1383.1440450093367,False,34.36747479438782,double_bridge,strict
121,1383.1440450093367,1383.1440450093367,False,34.62760138511658,double_bridge,strict
122,1383.1440450093367,1383.1440450093367,False,34.88750624656677,double_bridge,strict
123,1383.1440450093367,1383.1440450093367,False,35.20353174209595,double_bridge,strict
124,1383.1440450093367,1383.1440450093367,False,35.45173120498657,double_bridge,strict
125,1383.1440450093367,1383.1440450093367,False,35.70216965675354,double_bridge,strict
126,1383.1440450093367,1383.1440450093367,False,35.96088790893555,double_bridge,strict
127,1383.1440450093367,1383.1440450093367,False,36.215198040008545,double_bridge,strict
128,1383.1440450093367,1383.1440450093367,False,36.46600842475891,double_bridge,strict
129,1383.1440450093367,1383.1440450093367,False,36.72671103477478,double_bridge,strict
130,1383.1440450093367,1383.1440450093367,False,36.985440492630005,double_bridge,strict
131,1383.1440450093367,1383.1440450093367,False,37.2498836517334,double_bridge,strict
132,1383.1440450093367,1383.1440450093367,False,37.510512590408325,double_bridge,strict
133,1383.1440450093367,1383.1440450093367,False,37.794373989105225,double_bridge,strict
134,1383.1440450093367,1383.1440450093367,False,38.040289878845215,double_bridge,strict
135,1383.1440450093367,1383.1440450093367,False,38.305721044540405,double_bridge,strict
136,1383.1440450093367,1383.1440450093367,False,38.61792492866516,double_bridge,strict
137,1383.1440450093367,1383.1440450093367,False,38.88113713264465,double_bridge,strict
138,1383.1440450093367,1383.1440450093367,False,39.129289865493774,double_bridge,strict
139,1383.1440450093367,1383.1440450093367,False,39.395137548446655,double_bridge,strict
140,1383.1440450093367,1383.1440450093367,False,39.652397871017456,double_bridge,strict
141,1383.1440450093367,1383.1440450093367,False,39.900713205337524,double_bridge,strict
142,1383.1440450093367,1383.1440450093367,False,40.162291049957275,double_bridge,strict
143,1383.1440450093367,1383.1440450093367,False,40.428730487823486,double_bridge,strict
144,1383.1440450093367,1383.1440450093367,False,40.68384075164795,double_bridge,strict
145,1383.1440450093367,1383.1440450093367,False,40.953699827194214,double_bridge,strict
146,1383.1440450093367,1383.1440450093367,False,41.21207594871521,double_bridge,strict
147,1383.1440450093367,1383.1440450093367,False,41.515639781951904,double_bridge,strict
148,1383.1440450093367,1383.1440450093367,False,41.77254033088684,double_bridge,strict
149,1383.1440450093367,1383.1440450093367,False,42.024932861328125,double_bridge,strict
150,1383.1440450093367,1383.1440450093367,False,42.28657674789429,double_bridge,strict
